city_name,county_name,town_name,총세대수,연령구간세대수,20~24세,25~29세,30~34세,35~39세,남_총세대수,남_연령구간세대수,남_20~24세,남_25~29세,남_30~34세,남_35~39세,여_총세대수,여_연령구간세대수,여_20~24세,여_25~29세,여_30~34세,여_35~39세
서울시,종로구,청운동,190,48,2,15,21,10,68,24,1,7,12,4,122,24,1,8,9,6
서울시,종로구,신교동,245,88,7,33,27,21,85,39,3,13,15,8,160,49,4,20,12,13
서울시,종로구,궁정동,64,21,1,6,8,6,18,2,0,0,0,2,46,19,1,6,8,4
서울시,종로구,효자동,96,34,2,9,9,14,36,16,2,5,4,5,60,18,0,4,5,9
서울시,종로구,창성동,99,31,0,4,15,12,36,14,0,1,6,7,63,17,0,3,9,5
서울시,종로구,통의동,117,73,2,25,40,6,67,49,0,16,29,4,50,24,2,9,11,2
서울시,종로구,적선동,7,2,0,0,2,0,5,0,0,0,0,0,2,2,0,0,2,0
서울시,종로구,통인동,173,51,2,19,16,14,74,28,1,9,12,6,99,23,1,10,4,8
서울시,종로구,누상동,483,161,12,39,66,44,185,66,4,14,32,16,298,95,8,25,34,28
서울시,종로구,누하동,217,96,13,27,29,27,87,41,3,13,14,11,130,55,10,14,15,16
서울시,종로구,옥인동,400,163,12,44,61,46,150,72,4,16,30,22,250,91,8,28,31,24
서울시,종로구,체부동,222,77,8,18,34,17,99,35,2,8,20,5,123,42,6,10,14,12
서울시,종로구,필운동,280,99,7,37,37,18,121,40,2,12,17,9,159,59,5,25,20,9
서울시,종로구,내자동,35,7,1,1,4,1,12,2,0,1,1,0,23,5,1,0,3,1
서울시,종로구,사직동,537,158,18,41,54,45,213,79,8,21,30,20,324,79,10,20,24,25
서울시,종로구,도렴동,2,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0
서울시,종로구,당주동,51,5,0,1,2,2,18,4,0,1,1,2,33,1,0,0,1,0
서울시,종로구,내수동,831,461,14,120,206,121,292,162,3,35,90,34,539,299,11,85,116,87
서울시,종로구,세종로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시,종로구,신문로1가,21,4,0,0,1,3,12,1,0,0,0,1,9,3,0,0,1,2
서울시,종로구,신문로2가,208,65,5,15,25,20,83,25,1,7,11,6,125,40,4,8,14,14
서울시,종로구,청진동,45,10,2,1,4,3,27,4,0,1,2,1,18,6,2,0,2,2
서울시,종로구,서린동,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
서울시,종로구,수송동,102,30,2,8,12,8,50,14,1,2,8,3,52,16,1,6,4,5
서울시,종로구,중학동,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
서울시,종로구,종로1가,52,17,2,5,6,4,33,10,1,2,5,2,19,7,1,3,1,2
서울시,종로구,공평동,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
서울시,종로구,관훈동,77,18,2,6,5,5,51,14,2,4,5,3,26,4,0,2,0,2
서울시,종로구,견지동,60,16,0,3,7,6,28,7,0,3,2,2,32,9,0,0,5,4
서울시,종로구,와룡동,37,0,0,0,0,0,27,0,0,0,0,0,10,0,0,0,0,0
서울시,종로구,권농동,48,7,0,1,3,3,31,4,0,0,3,1,17,3,0,1,0,2
서울시,종로구,운니동,98,39,5,17,9,8,65,24,3,9,8,4,33,15,2,8,1,4
서울시,종로구,익선동,562,232,23,84,76,49,343,145,9,47,55,34,219,87,14,37,21,15
서울시,종로구,경운동,168,76,9,26,30,11,83,40,3,11,21,5,85,36,6,15,9,6
서울시,종로구,관철동,205,115,16,44,36,19,151,74,7,28,27,12,54,41,9,16,9,7
서울시,종로구,인사동,55,7,0,3,1,3,37,4,0,2,1,1,18,3,0,1,0,2
서울시,종로구,낙원동,479,116,19,47,25,25,348,74,9,30,16,19,131,42,10,17,9,6
서울시,종로구,종로2가,56,19,4,4,8,3,31,8,1,3,3,1,25,11,3,1,5,2
서울시,종로구,팔판동,52,12,1,1,7,3,27,8,0,0,6,2,25,4,1,1,1,1
서울시,종로구,삼청동,325,109,11,40,33,25,158,64,9,22,19,14,167,45,2,18,14,11
서울시,종로구,안국동,78,20,3,3,6,8,35,13,1,3,4,5,43,7,2,0,2,3
서울시,종로구,소격동,20,5,0,0,2,3,10,2,0,0,0,2,10,3,0,0,2,1
서울시,종로구,화동,48,12,2,3,5,2,14,4,1,1,1,1,34,8,1,2,4,1
서울시,종로구,사간동,38,7,0,2,3,2,22,3,0,0,1,2,16,4,0,2,2,0
서울시,종로구,송현동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시,종로구,가회동,261,56,3,9,26,18,103,25,1,5,10,9,158,31,2,4,16,9
서울시,종로구,재동,34,8,1,0,3,4,17,4,0,0,2,2,17,4,1,0,1,2
서울시,종로구,계동,222,54,2,17,15,20,94,31,1,9,10,11,128,23,1,8,5,9
서울시,종로구,원서동,392,149,12,36,66,35,169,60,3,15,27,15,223,89,9,21,39,20
서울시,종로구,훈정동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시,종로구,묘동,23,2,0,0,0,2,22,2,0,0,0,2,1,0,0,0,0,0
서울시,종로구,봉익동,34,7,0,3,2,2,30,6,0,2,2,2,4,1,0,1,0,0
서울시,종로구,돈의동,715,12,1,3,1,7,626,8,1,2,0,5,89,4,0,1,1,2
서울시,종로구,장사동,53,9,0,2,3,4,47,8,0,2,3,3,6,1,0,0,0,1
서울시,종로구,관수동,343,146,13,66,51,16,262,93,6,41,32,14,81,53,7,25,19,2
서울시,종로구,종로3가,118,35,3,7,13,12,100,30,3,7,11,9,18,5,0,0,2,3
서울시,종로구,인의동,240,125,27,48,33,17,125,54,6,20,20,8,115,71,21,28,13,9
서울시,종로구,예지동,22,1,0,0,1,0,13,0,0,0,0,0,9,1,0,0,1,0
서울시,종로구,원남동,306,221,49,109,41,22,129,86,15,37,25,9,177,135,34,72,16,13
서울시,종로구,연지동,676,494,113,218,128,35,368,238,32,111,70,25,308,256,81,107,58,10
서울시,종로구,종로4가,14,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0
서울시,종로구,효제동,576,401,87,179,93,42,307,196,28,84,56,28,269,205,59,95,37,14
서울시,종로구,종로5가,189,65,12,31,17,5,101,23,2,14,5,2,88,42,10,17,12,3
서울시,종로구,종로6가,167,29,1,10,11,7,112,16,1,4,7,4,55,13,0,6,4,3
서울시,종로구,이화동,626,282,42,108,87,45,320,144,13,46,59,26,306,138,29,62,28,19
서울시,종로구,연건동,865,653,158,291,160,44,373,283,67,130,67,19,492,370,91,161,93,25
서울시,종로구,충신동,957,320,36,110,107,67,570,189,24,51,63,51,387,131,12,59,44,16
서울시,종로구,동숭동,1292,681,103,253,213,112,602,315,28,125,102,60,690,366,75,128,111,52
서울시,종로구,혜화동,966,567,188,206,117,56,415,233,51,96,64,22,551,334,137,110,53,34
서울시,종로구,명륜1가,1258,847,343,290,152,62,618,445,137,189,82,37,640,402,206,101,70,25
서울시,종로구,명륜2가,930,614,265,215,90,44,421,298,106,117,49,26,509,316,159,98,41,18
서울시,종로구,명륜4가,377,248,79,93,50,26,197,137,38,54,29,16,180,111,41,39,21,10
서울시,종로구,명륜3가,2212,1494,624,523,240,107,1234,883,314,341,163,65,978,611,310,182,77,42
서울시,종로구,창신동,4527,999,79,288,385,247,2497,565,28,140,241,156,2030,434,51,148,144,91
서울시,종로구,숭인동,6437,3341,621,1355,914,451,3178,1421,164,535,464,258,3259,1920,457,820,450,193
서울시,종로구,교남동,44,12,1,5,3,3,23,6,1,1,2,2,21,6,0,4,1,1
서울시,종로구,평동,88,17,0,1,7,9,34,12,0,1,6,5,54,5,0,0,1,4
서울시,종로구,송월동,46,9,0,2,2,5,15,3,0,1,0,2,31,6,0,1,2,3
서울시,종로구,홍파동,132,28,2,8,8,10,47,13,0,3,4,6,85,15,2,5,4,4
서울시,종로구,교북동,221,112,7,26,39,40,71,38,0,5,17,16,150,74,7,21,22,24
서울시,종로구,행촌동,1094,385,30,136,146,73,444,168,7,55,73,33,650,217,23,81,73,40
서울시,종로구,구기동,637,171,24,38,56,53,247,83,12,15,29,27,390,88,12,23,27,26
서울시,종로구,평창동,1611,422,36,87,152,147,650,226,13,43,87,83,961,196,23,44,65,64
서울시,종로구,부암동,857,304,32,84,100,88,361,141,11,40,46,44,496,163,21,44,54,44
서울시,종로구,홍지동,345,135,37,34,37,27,155,70,17,17,20,16,190,65,20,17,17,11
서울시,종로구,신영동,481,122,8,18,48,48,194,59,0,9,24,26,287,63,8,9,24,22
서울시,종로구,무악동,710,111,4,16,50,41,280,65,1,9,33,22,430,46,3,7,17,19
서울시,중구,무교동,6,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0
서울시,중구,다동,41,11,5,1,5,0,30,9,4,1,4,0,11,2,1,0,1,0
서울시,중구,태평로1가,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
서울시,중구,을지로1가,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
서울시,중구,을지로2가,43,16,3,5,5,3,32,10,2,3,2,3,11,6,1,2,3,0
서울시,중구,남대문로1가,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시,중구,삼각동,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
서울시,중구,수하동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시,중구,장교동,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
서울시,중구,수표동,5,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
서울시,중구,소공동,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
서울시,중구,남창동,164,28,2,10,7,9,90,14,1,4,4,5,74,14,1,6,3,4
서울시,중구,북창동,129,35,3,9,9,14,90,26,2,6,6,12,39,9,1,3,3,2
서울시,중구,태평로2가,43,14,1,6,7,0,30,8,0,2,6,0,13,6,1,4,1,0
서울시,중구,남대문로2가,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
서울시,중구,남대문로3가,8,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0
서울시,중구,남대문로4가,2,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0
서울시,중구,남대문로5가,400,11,0,1,6,4,341,7,0,0,3,4,59,4,0,1,3,0
서울시,중구,봉래동1가,41,1,0,0,1,0,41,1,0,0,1,0,0,0,0,0,0,0
서울시,중구,봉래동2가,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시,중구,회현동1가,929,236,25,68,82,61,505,136,14,44,42,36,424,100,11,24,40,25
서울시,중구,회현동2가,153,40,9,8,14,9,61,15,2,3,6,4,92,25,7,5,8,5
서울시,중구,회현동3가,26,9,1,3,2,3,15,6,0,2,2,2,11,3,1,1,0,1
서울시,중구,충무로1가,11,2,0,1,1,0,8,1,0,0,1,0,3,1,0,1,0,0
서울시,중구,충무로2가,216,170,25,70,56,19,105,76,7,24,33,12,111,94,18,46,23,7
서울시,중구,명동1가,10,2,0,1,1,0,7,2,0,1,1,0,3,0,0,0,0,0
서울시,중구,명동2가,45,4,0,1,1,2,36,4,0,1,1,2,9,0,0,0,0,0
서울시,중구,남산동1가,75,21,3,5,3,10,43,13,2,3,3,5,32,8,1,2,0,5
서울시,중구,남산동2가,249,84,10,29,31,14,137,54,3,22,21,8,112,30,7,7,10,6
서울시,중구,남산동3가,26,13,1,4,5,3,14,7,1,1,2,3,12,6,0,3,3,0
서울시,중구,저동1가,7,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0
서울시,중구,충무로4가,305,77,13,18,22,24,157,36,5,8,11,12,148,41,8,10,11,12
서울시,중구,충무로5가,452,313,73,96,84,60,213,129,23,35,41,30,239,184,50,61,43,30
서울시,중구,인현동2가,641,369,26,100,155,88,309,189,7,48,80,54,332,180,19,52,75,34
서울시,중구,예관동,16,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0
서울시,중구,묵정동,434,263,110,64,56,33,216,123,46,28,31,18,218,140,64,36,25,15
서울시,중구,필동1가,98,57,4,17,25,11,53,27,1,5,14,7,45,30,3,12,11,4
서울시,중구,필동2가,312,128,32,40,30,26,174,66,13,21,19,13,138,62,19,19,11,13
서울시,중구,필동3가,403,229,87,69,42,31,224,124,47,41,22,14,179,105,40,28,20,17
서울시,중구,남학동,13,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0
서울시,중구,주자동,16,1,0,0,0,1,13,1,0,0,0,1,3,0,0,0,0,0
서울시,중구,예장동,236,107,19,27,38,23,137,76,14,19,27,16,99,31,5,8,11,7
서울시,중구,장충동1가,517,267,68,88,68,43,267,139,35,45,35,24,250,128,33,43,33,19
서울시,중구,장충동2가,1316,818,378,224,140,76,766,516,220,159,91,46,550,302,158,65,49,30
서울시,중구,광희동1가,260,137,28,64,36,9,133,53,5,26,15,7,127,84,23,38,21,2
서울시,중구,광희동2가,325,157,31,51,48,27,163,81,15,28,24,14,162,76,16,23,24,13
서울시,중구,쌍림동,327,148,39,48,41,20,164,64,13,19,20,12,163,84,26,29,21,8
서울시,중구,을지로6가,101,57,13,13,18,13,54,21,5,3,10,3,47,36,8,10,8,10
서울시,중구,을지로7가,32,6,3,1,1,1,20,2,1,0,0,1,12,4,2,1,1,0
서울시,중구,을지로4가,88,41,2,14,14,11,56,21,1,6,10,4,32,20,1,8,4,7
서울시,중구,을지로5가,196,120,11,45,41,23,98,58,4,16,29,9,98,62,7,29,12,14
서울시,중구,주교동,183,31,4,10,8,9,153,27,4,9,6,8,30,4,0,1,2,1
서울시,중구,방산동,32,2,1,1,0,0,27,2,1,1,0,0,5,0,0,0,0,0
서울시,중구,오장동,594,439,101,176,119,43,301,190,34,62,64,30,293,249,67,114,55,13
서울시,중구,을지로3가,185,44,3,7,17,17,134,24,2,2,10,10,51,20,1,5,7,7
서울시,중구,입정동,528,329,8,62,133,126,298,208,4,30,91,83,230,121,4,32,42,43
서울시,중구,산림동,67,7,0,2,0,5,44,2,0,1,0,1,23,5,0,1,0,4
서울시,중구,충무로3가,219,119,11,42,51,15,159,70,2,21,36,11,60,49,9,21,15,4
서울시,중구,초동,48,13,5,3,2,3,38,10,4,2,2,2,10,3,1,1,0,1
서울시,중구,인현동1가,56,9,1,3,4,1,35,3,0,0,2,1,21,6,1,3,2,0
서울시,중구,저동2가,160,116,15,39,39,23,74,47,4,11,19,13,86,69,11,28,20,10
서울시,중구,신당동,15000,5088,551,1619,1818,1100,7075,2508,199,726,956,627,7925,2580,352,893,862,473
서울시,중구,흥인동,1052,697,114,246,202,135,439,251,29,68,86,68,613,446,85,178,116,67
서울시,중구,무학동,125,70,13,24,23,10,67,33,2,10,13,8,58,37,11,14,10,2
서울시,중구,황학동,4440,2445,248,882,881,434,2078,1085,70,344,443,228,2362,1360,178,538,438,206
서울시,중구,서소문동,8,2,0,0,1,1,5,1,0,0,1,0,3,1,0,0,0,1
서울시,중구,정동,165,97,9,32,39,17,59,38,3,8,20,7,106,59,6,24,19,10
서울시,중구,순화동,325,139,1,24,61,53,131,59,0,7,27,25,194,80,1,17,34,28
서울시,중구,의주로1가,66,38,0,12,19,7,28,14,0,5,5,4,38,24,0,7,14,3
서울시,중구,충정로1가,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시,중구,중림동,2132,748,78,248,260,162,1118,322,20,84,122,96,1014,426,58,164,138,66
서울시,중구,의주로2가,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
서울시,중구,만리동1가,237,94,5,21,41,27,116,48,2,12,20,14,121,46,3,9,21,13
서울시,중구,만리동2가,452,150,4,30,60,56,208,65,2,15,22,26,244,85,2,15,38,30
서울시,용산구,후암동,4271,1822,123,570,692,437,2050,925,43,264,370,248,2221,897,80,306,322,189
서울시,용산구,용산동2가,2781,1310,107,415,483,305,1378,709,59,216,268,166,1403,601,48,199,215,139
서울시,용산구,용산동4가,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0
서울시,용산구,갈월동,1286,446,38,155,144,109,817,236,7,78,84,67,469,210,31,77,60,42
서울시,용산구,남영동,393,72,5,17,23,27,313,44,2,8,15,19,80,28,3,9,8,8
서울시,용산구,용산동1가,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시,용산구,동자동,2042,384,39,112,137,96,1524,195,7,44,87,57,518,189,32,68,50,39
서울시,용산구,서계동,1837,672,54,211,250,157,1004,407,22,128,154,103,833,265,32,83,96,54
서울시,용산구,청파동1가,2088,1058,135,341,393,189,1124,565,36,170,240,119,964,493,99,171,153,70
서울시,용산구,청파동2가,1304,875,323,283,183,86,435,236,10,92,97,37,869,639,313,191,86,49
서울시,용산구,청파동3가,1842,1234,365,446,303,120,671,360,29,131,140,60,1171,874,336,315,163,60
서울시,용산구,원효로1가,2698,1902,198,657,742,305,1138,760,30,216,353,161,1560,1142,168,441,389,144
서울시,용산구,원효로2가,788,404,31,128,161,84,457,218,8,58,99,53,331,186,23,70,62,31
서울시,용산구,신창동,501,240,18,75,89,58,253,140,8,45,55,32,248,100,10,30,34,26
서울시,용산구,산천동,514,115,7,22,47,39,238,69,3,11,25,30,276,46,4,11,22,9
서울시,용산구,청암동,52,15,1,3,9,2,23,7,0,1,6,0,29,8,1,2,3,2
서울시,용산구,원효로3가,909,568,47,208,227,86,439,241,11,73,108,49,470,327,36,135,119,37
서울시,용산구,원효로4가,617,295,22,86,125,62,287,146,4,40,71,31,330,149,18,46,54,31
서울시,용산구,효창동,1788,907,87,284,335,201,759,400,11,110,177,102,1029,507,76,174,158,99
서울시,용산구,도원동,583,116,9,28,39,40,238,68,1,14,27,26,345,48,8,14,12,14
서울시,용산구,용문동,1544,829,69,269,335,156,708,409,20,125,183,81,836,420,49,144,152,75
서울시,용산구,문배동,1355,888,75,252,362,199,518,323,7,78,144,94,837,565,68,174,218,105
서울시,용산구,신계동,388,153,8,38,69,38,202,93,5,20,46,22,186,60,3,18,23,16
서울시,용산구,한강로1가,1147,657,26,183,278,170,522,291,11,84,121,75,625,366,15,99,157,95
서울시,용산구,한강로2가,3083,2129,126,683,850,470,1332,888,30,236,398,224,1751,1241,96,447,452,246
서울시,용산구,용산동3가,143,75,10,34,29,2,102,58,9,28,20,1,41,17,1,6,9,1
서울시,용산구,용산동5가,184,26,0,0,9,17,86,12,0,0,4,8,98,14,0,0,5,9
서울시,용산구,한강로3가,1506,498,23,109,179,187,740,242,6,41,93,102,766,256,17,68,86,85
서울시,용산구,이촌동,3117,625,24,116,248,237,1202,357,9,54,155,139,1915,268,15,62,93,98
서울시,용산구,이태원동,4686,2230,176,607,901,546,2328,1268,91,335,533,309,2358,962,85,272,368,237
서울시,용산구,한남동,4635,1760,92,422,669,577,2240,892,37,200,340,315,2395,868,55,222,329,262
서울시,용산구,동빙고동,798,254,16,57,85,96,378,139,11,25,48,55,420,115,5,32,37,41
서울시,용산구,서빙고동,675,197,12,46,84,55,295,108,8,26,48,26,380,89,4,20,36,29
서울시,용산구,주성동,194,63,3,15,23,22,116,44,2,9,18,15,78,19,1,6,5,7
서울시,용산구,용산동6가,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시,용산구,보광동,3237,1137,81,328,428,300,1650,718,55,197,284,182,1587,419,26,131,144,118
서울시,성동구,상왕십리동,609,295,16,85,115,79,253,117,6,26,54,31,356,178,10,59,61,48
서울시,성동구,하왕십리동,4390,1739,170,536,601,432,1940,831,52,250,311,218,2450,908,118,286,290,214
서울시,성동구,홍익동,1204,424,50,150,140,84,558,191,19,63,71,38,646,233,31,87,69,46
서울시,성동구,도선동,2004,1410,254,570,416,170,883,568,75,225,189,79,1121,842,179,345,227,91
서울시,성동구,마장동,5393,2797,803,1057,613,324,2751,1463,333,574,356,200,2642,1334,470,483,257,124
서울시,성동구,사근동,3080,2242,1058,800,293,91,1767,1385,550,580,191,64,1313,857,508,220,102,27
서울시,성동구,행당동,8396,4573,1350,1610,1016,597,4137,2480,637,892,604,347,4259,2093,713,718,412,250
서울시,성동구,응봉동,1617,429,24,112,174,119,704,260,13,66,108,73,913,169,11,46,66,46
서울시,성동구,금호동1가,2293,603,33,153,218,199,973,302,13,65,116,108,1320,301,20,88,102,91
서울시,성동구,금호동2가,1472,488,32,139,161,156,639,242,11,67,79,85,833,246,21,72,82,71
서울시,성동구,금호동3가,2126,676,36,182,240,218,982,390,19,94,143,134,1144,286,17,88,97,84
서울시,성동구,금호동4가,2353,645,35,150,252,208,998,324,10,84,117,113,1355,321,25,66,135,95
서울시,성동구,옥수동,3221,937,39,202,343,353,1284,427,6,76,170,175,1937,510,33,126,173,178
서울시,성동구,성수동1가,6100,2876,237,909,1087,643,3196,1510,97,464,597,352,2904,1366,140,445,490,291
서울시,성동구,성수동2가,6609,2775,237,893,1035,610,3722,1439,83,430,568,358,2887,1336,154,463,467,252
서울시,성동구,송정동,3079,1187,141,430,400,216,1833,665,76,213,230,146,1246,522,65,217,170,70
서울시,성동구,용답동,5220,2826,430,1242,801,353,2799,1312,147,549,418,198,2421,1514,283,693,383,155
서울시,광진구,중곡동,20113,8703,845,3077,3049,1732,9685,4134,289,1308,1586,951,10428,4569,556,1769,1463,781
서울시,광진구,능동,3959,2461,334,918,813,396,1778,1065,106,391,397,171,2181,1396,228,527,416,225
서울시,광진구,구의동,16569,8252,946,2892,2819,1595,7770,3946,362,1246,1494,844,8799,4306,584,1646,1325,751
서울시,광진구,광장동,2295,746,68,219,279,180,1035,421,21,135,163,102,1260,325,47,84,116,78
서울시,광진구,자양동,20461,9214,1134,3271,2974,1835,10079,4748,457,1566,1669,1056,10382,4466,677,1705,1305,779
서울시,광진구,화양동,15113,11988,3726,4805,2460,997,7203,5470,1372,2240,1328,530,7910,6518,2354,2565,1132,467
서울시,광진구,군자동,7071,4274,909,1623,1186,556,3584,2145,397,808,643,297,3487,2129,512,815,543,259
서울시,동대문구,신설동,2385,1386,256,546,398,186,1250,565,69,197,195,104,1135,821,187,349,203,82
서울시,동대문구,용두동,10431,5408,931,1967,1612,898,5259,2610,363,899,862,486,5172,2798,568,1068,750,412
서울시,동대문구,제기동,7645,3395,1147,1199,657,392,4312,1999,580,748,432,239,3333,1396,567,451,225,153
서울시,동대문구,전농동,10422,3740,850,1167,1038,685,5355,2018,356,605,638,419,5067,1722,494,562,400,266
서울시,동대문구,답십리동,10119,4054,522,1323,1371,838,4648,1842,139,551,703,449,5471,2212,383,772,668,389
서울시,동대문구,장안동,13877,5326,594,1767,1819,1146,7126,2664,176,755,1025,708,6751,2662,418,1012,794,438
서울시,동대문구,청량리동,5366,1345,230,455,409,251,2666,678,75,230,232,141,2700,667,155,225,177,110
서울시,동대문구,회기동,4692,3377,1371,1206,574,226,2263,1679,546,651,352,130,2429,1698,825,555,222,96
서울시,동대문구,휘경동,11599,7647,3101,2742,1223,581,5835,3950,1324,1537,728,361,5764,3697,1777,1205,495,220
서울시,동대문구,이문동,10364,5676,2451,1871,867,487,5047,2815,921,1064,542,288,5317,2861,1530,807,325,199
서울시,중랑구,면목동,32642,10145,1034,3328,3427,2356,16789,5238,376,1557,1916,1389,15853,4907,658,1771,1511,967
서울시,중랑구,상봉동,11679,5603,631,2116,1837,1019,5470,2407,169,814,896,528,6209,3196,462,1302,941,491
서울시,중랑구,중화동,11187,3450,382,1139,1146,783,6069,1813,135,544,661,473,5118,1637,247,595,485,310
서울시,중랑구,묵동,9970,3869,626,1272,1183,788,4641,1763,168,528,632,435,5329,2106,458,744,551,353
서울시,중랑구,망우동,12700,3842,456,1277,1290,819,6605,1867,134,545,721,467,6095,1975,322,732,569,352
서울시,중랑구,신내동,7313,1802,121,492,701,488,3101,896,30,212,352,302,4212,906,91,280,349,186
서울시,성북구,성북동,2265,834,67,232,304,231,999,400,21,102,161,116,1266,434,46,130,143,115
서울시,성북구,성북동1가,726,427,112,148,109,58,296,180,34,62,55,29,430,247,78,86,54,29
서울시,성북구,돈암동,3880,957,78,236,356,287,1565,509,31,120,205,153,2315,448,47,116,151,134
서울시,성북구,동소문동1가,350,206,36,74,66,30,174,100,14,39,31,16,176,106,22,35,35,14
서울시,성북구,동소문동2가,168,53,9,12,17,15,77,32,5,7,11,9,91,21,4,5,6,6
서울시,성북구,동소문동3가,89,31,7,11,4,9,59,13,0,4,3,6,30,18,7,7,1,3
서울시,성북구,동소문동4가,788,490,126,169,135,60,304,191,30,60,71,30,484,299,96,109,64,30
서울시,성북구,동소문동5가,340,164,63,62,24,15,137,46,13,18,7,8,203,118,50,44,17,7
서울시,성북구,동소문동6가,940,656,257,216,121,62,281,175,44,48,53,30,659,481,213,168,68,32
서울시,성북구,동소문동7가,308,159,43,48,44,24,118,60,7,17,20,16,190,99,36,31,24,8
서울시,성북구,삼선동1가,1387,636,150,198,175,113,730,366,76,118,100,72,657,270,74,80,75,41
서울시,성북구,삼선동2가,790,378,108,115,84,71,363,198,50,56,50,42,427,180,58,59,34,29
서울시,성북구,삼선동3가,629,256,49,97,69,41,276,140,25,49,40,26,353,116,24,48,29,15
서울시,성북구,삼선동4가,1157,635,187,225,142,81,497,238,46,90,68,34,660,397,141,135,74,47
서울시,성북구,삼선동5가,1439,873,209,308,213,143,633,378,66,134,104,74,806,495,143,174,109,69
서울시,성북구,동선동1가,773,531,215,169,96,51,287,170,49,60,40,21,486,361,166,109,56,30
서울시,성북구,동선동2가,1236,960,434,287,159,80,377,269,65,90,79,35,859,691,369,197,80,45
서울시,성북구,동선동3가,1475,1006,431,289,179,107,504,300,63,92,97,48,971,706,368,197,82,59
서울시,성북구,동선동4가,1149,768,278,230,157,103,431,255,57,71,72,55,718,513,221,159,85,48
서울시,성북구,동선동5가,666,420,111,163,97,49,296,191,28,87,49,27,370,229,83,76,48,22
서울시,성북구,안암동1가,1322,874,306,342,162,64,614,410,113,168,90,39,708,464,193,174,72,25
