city_name,county_name,town_name,총세대수,연령구간세대수,20~24세,25~29세,30~34세,35~39세,남_총세대수,남_연령구간세대수,남_20~24세,남_25~29세,남_30~34세,남_35~39세,여_총세대수,여_연령구간세대수,여_20~24세,여_25~29세,여_30~34세,여_35~39세
서울시,성북구,안암동2가,1358,1016,386,386,174,70,715,547,192,210,99,46,643,469,194,176,75,24
서울시,성북구,안암동3가,1192,651,207,235,130,79,654,408,123,149,83,53,538,243,84,86,47,26
서울시,성북구,안암동4가,436,296,86,131,59,20,234,153,41,61,38,13,202,143,45,70,21,7
서울시,성북구,안암동5가,2909,2383,1305,761,229,88,1609,1346,648,493,160,45,1300,1037,657,268,69,43
서울시,성북구,보문동4가,273,117,24,37,36,20,134,52,7,17,17,11,139,65,17,20,19,9
서울시,성북구,보문동5가,620,294,50,115,74,55,321,142,20,50,47,25,299,152,30,65,27,30
서울시,성북구,보문동6가,1105,418,54,118,146,100,515,222,22,60,84,56,590,196,32,58,62,44
서울시,성북구,보문동7가,464,202,36,63,56,47,268,118,25,35,35,23,196,84,11,28,21,24
서울시,성북구,보문동1가,285,151,50,43,31,27,125,69,17,19,19,14,160,82,33,24,12,13
서울시,성북구,보문동2가,979,596,155,218,145,78,430,253,57,87,75,34,549,343,98,131,70,44
서울시,성북구,보문동3가,277,63,6,20,16,21,104,29,4,7,10,8,173,34,2,13,6,13
서울시,성북구,정릉동,14695,5782,2184,1554,1183,861,7113,3283,1095,927,752,509,7582,2499,1089,627,431,352
서울시,성북구,길음동,4479,941,89,239,310,303,1813,489,42,120,162,165,2666,452,47,119,148,138
서울시,성북구,종암동,6859,2743,753,923,645,422,3421,1595,378,546,400,271,3438,1148,375,377,245,151
서울시,성북구,하월곡동,6863,2697,664,924,668,441,3061,1142,114,409,374,245,3802,1555,550,515,294,196
서울시,성북구,상월곡동,2066,953,341,296,193,123,887,369,32,143,118,76,1179,584,309,153,75,47
서울시,성북구,장위동,9355,2917,381,917,974,645,4478,1470,128,408,553,381,4877,1447,253,509,421,264
서울시,성북구,석관동,7442,2608,542,882,741,443,3732,1332,181,437,448,266,3710,1276,361,445,293,177
서울시,강북구,미아동,26769,7612,1496,2397,2159,1560,13001,3806,435,1183,1227,961,13768,3806,1061,1214,932,599
서울시,강북구,번동,12071,3522,608,1211,1056,647,5630,1767,189,594,599,385,6441,1755,419,617,457,262
서울시,강북구,수유동,25376,8368,1720,2745,2293,1610,12059,3936,446,1219,1305,966,13317,4432,1274,1526,988,644
서울시,강북구,우이동,2292,585,148,157,168,112,995,245,18,59,100,68,1297,340,130,98,68,44
서울시,도봉구,쌍문동,12541,3655,627,1177,1080,771,5473,1699,125,521,593,460,7068,1956,502,656,487,311
서울시,도봉구,방학동,11597,2327,298,675,793,561,5636,1228,115,313,468,332,5961,1099,183,362,325,229
서울시,도봉구,창동,18618,5828,608,1681,2040,1499,8430,2908,189,750,1121,848,10188,2920,419,931,919,651
서울시,도봉구,도봉동,9009,1699,129,486,642,442,4467,906,47,229,380,250,4542,793,82,257,262,192
서울시,노원구,월계동,13614,3936,1245,989,1000,702,6535,2403,735,632,609,427,7079,1533,510,357,391,275
서울시,노원구,공릉동,16273,8176,3303,2509,1473,891,7720,4077,1370,1356,815,536,8553,4099,1933,1153,658,355
서울시,노원구,하계동,7313,2297,982,525,438,352,2900,1181,476,280,225,200,4413,1116,506,245,213,152
서울시,노원구,상계동,29936,7700,616,2027,2831,2226,13173,4100,234,960,1599,1307,16763,3600,382,1067,1232,919
서울시,노원구,중계동,11734,1941,117,426,771,627,4597,987,43,182,416,346,7137,954,74,244,355,281
서울시,은평구,수색동,2307,803,44,213,325,221,1089,460,20,107,195,138,1218,343,24,106,130,83
서울시,은평구,녹번동,7707,2608,290,799,951,568,3409,1217,99,321,491,306,4298,1391,191,478,460,262
서울시,은평구,불광동,14473,4712,555,1618,1606,933,6570,2308,187,716,900,505,7903,2404,368,902,706,428
서울시,은평구,갈현동,8339,2943,366,1019,964,594,3863,1444,128,429,538,349,4476,1499,238,590,426,245
서울시,은평구,구산동,4929,1569,170,566,518,315,2095,701,52,222,257,170,2834,868,118,344,261,145
서울시,은평구,대조동,8611,4304,664,1702,1245,693,3744,1759,183,601,617,358,4867,2545,481,1101,628,335
서울시,은평구,응암동,15830,5717,654,1883,1914,1266,6926,2583,200,751,952,680,8904,3134,454,1132,962,586
서울시,은평구,역촌동,8559,2920,287,1002,986,645,3721,1334,98,401,500,335,4838,1586,189,601,486,310
서울시,은평구,신사동,7996,2813,309,935,939,630,3676,1341,102,400,484,355,4320,1472,207,535,455,275
서울시,은평구,증산동,2848,917,69,265,359,224,1367,442,25,104,184,129,1481,475,44,161,175,95
서울시,은평구,진관동,6564,3259,328,1145,1159,627,2314,1084,59,304,448,273,4250,2175,269,841,711,354
서울시,서대문구,충정로2가,511,323,30,121,118,54,246,134,12,40,55,27,265,189,18,81,63,27
서울시,서대문구,충정로3가,1732,961,102,332,328,199,806,410,31,121,163,95,926,551,71,211,165,104
서울시,서대문구,합동,402,236,9,71,92,64,177,106,3,27,47,29,225,130,6,44,45,35
서울시,서대문구,미근동,238,126,15,53,38,20,123,63,6,28,19,10,115,63,9,25,19,10
서울시,서대문구,냉천동,581,158,34,41,47,36,306,70,11,16,22,21,275,88,23,25,25,15
서울시,서대문구,천연동,855,277,26,82,86,83,372,142,5,43,43,51,483,135,21,39,43,32
서울시,서대문구,옥천동,379,137,18,50,49,20,175,66,3,28,25,10,204,71,15,22,24,10
서울시,서대문구,영천동,361,75,11,22,20,22,162,45,5,11,15,14,199,30,6,11,5,8
서울시,서대문구,현저동,903,156,13,41,55,47,407,105,10,33,38,24,496,51,3,8,17,23
서울시,서대문구,북아현동,5122,1872,251,561,636,424,2466,933,87,256,338,252,2656,939,164,305,298,172
서울시,서대문구,홍제동,9141,2674,360,708,946,660,3869,1301,132,322,500,347,5272,1373,228,386,446,313
서울시,서대문구,대현동,3921,3307,1438,1230,467,172,889,691,169,316,151,55,3032,2616,1269,914,316,117
서울시,서대문구,대신동,898,702,253,279,126,44,325,241,42,124,56,19,573,461,211,155,70,25
서울시,서대문구,신촌동,380,310,118,113,58,21,136,105,30,39,26,10,244,205,88,74,32,11
서울시,서대문구,봉원동,100,34,6,9,16,3,50,15,1,3,9,2,50,19,5,6,7,1
서울시,서대문구,창천동,6801,5201,1453,2121,1122,505,3573,2781,606,1181,687,307,3228,2420,847,940,435,198
서울시,서대문구,연희동,10675,6704,1693,2660,1540,811,5144,3451,760,1471,805,415,5531,3253,933,1189,735,396
서울시,서대문구,홍은동,8842,3082,606,875,963,638,4086,1591,243,440,539,369,4756,1491,363,435,424,269
서울시,서대문구,북가좌동,7831,2612,300,897,836,579,3634,1360,122,415,480,343,4197,1252,178,482,356,236
서울시,서대문구,남가좌동,7042,2905,868,874,712,451,3284,1459,377,435,381,266,3758,1446,491,439,331,185
서울시,마포구,아현동,4934,2031,170,604,785,472,2216,922,38,225,396,263,2718,1109,132,379,389,209
서울시,마포구,공덕동,5836,2847,285,968,1038,556,2450,1127,47,335,470,275,3386,1720,238,633,568,281
서울시,마포구,신공덕동,2549,1337,203,460,433,241,925,447,8,130,201,108,1624,890,195,330,232,133
서울시,마포구,도화동,4268,1819,101,498,713,507,1800,844,31,185,351,277,2468,975,70,313,362,230
서울시,마포구,용강동,1018,356,21,98,135,102,498,192,6,45,81,60,520,164,15,53,54,42
서울시,마포구,토정동,175,58,1,3,24,30,89,37,0,2,14,21,86,21,1,1,10,9
서울시,마포구,마포동,635,343,19,115,119,90,333,189,5,60,73,51,302,154,14,55,46,39
서울시,마포구,대흥동,3581,1785,425,608,477,275,1653,853,153,272,268,160,1928,932,272,336,209,115
서울시,마포구,염리동,3379,1754,291,599,555,309,1543,826,101,271,290,164,1836,928,190,328,265,145
서울시,마포구,노고산동,3619,2405,607,888,598,312,1804,1181,233,442,336,170,1815,1224,374,446,262,142
서울시,마포구,신수동,3469,1935,517,691,469,258,1832,1131,276,423,288,144,1637,804,241,268,181,114
서울시,마포구,현석동,644,236,20,72,80,64,267,116,7,32,40,37,377,120,13,40,40,27
서울시,마포구,구수동,219,111,5,28,49,29,93,57,2,13,28,14,126,54,3,15,21,15
서울시,마포구,창전동,3185,1962,483,760,490,229,1495,989,194,381,281,133,1690,973,289,379,209,96
서울시,마포구,상수동,2380,1647,444,562,380,261,1146,835,182,319,213,121,1234,812,262,243,167,140
서울시,마포구,하중동,91,26,4,5,7,10,38,11,1,0,5,5,53,15,3,5,2,5
서울시,마포구,신정동,158,56,2,8,29,17,60,29,1,3,17,8,98,27,1,5,12,9
서울시,마포구,당인동,376,220,21,80,79,40,207,126,10,41,53,22,169,94,11,39,26,18
서울시,마포구,서교동,7664,4965,817,1764,1503,881,3531,2295,297,816,746,436,4133,2670,520,948,757,445
서울시,마포구,동교동,1708,1070,188,375,292,215,815,528,81,173,159,115,893,542,107,202,133,100
서울시,마포구,합정동,5214,2999,293,1019,1068,619,2347,1375,93,454,543,285,2867,1624,200,565,525,334
서울시,마포구,망원동,8696,4233,381,1431,1510,911,3770,1883,148,566,736,433,4926,2350,233,865,774,478
서울시,마포구,연남동,5019,3046,461,1093,949,543,2318,1426,157,478,495,296,2701,1620,304,615,454,247
서울시,마포구,성산동,13329,7347,1031,2630,2412,1274,5008,2619,208,791,1047,573,8321,4728,823,1839,1365,701
서울시,마포구,중동,1067,452,41,159,151,101,487,225,13,71,88,53,580,227,28,88,63,48
서울시,마포구,상암동,4772,2557,314,1023,762,458,1948,1030,74,355,368,233,2824,1527,240,668,394,225
서울시,양천구,신정동,21219,6200,509,1914,2240,1537,9586,3209,165,865,1263,916,11633,2991,344,1049,977,621
서울시,양천구,목동,16637,6749,504,2078,2600,1567,7397,3250,149,848,1380,873,9240,3499,355,1230,1220,694
서울시,양천구,신월동,20871,5084,372,1548,1771,1393,10659,2857,165,784,1045,863,10212,2227,207,764,726,530
서울시,강서구,염창동,5112,3127,181,1076,1229,641,2097,1278,43,357,567,311,3015,1849,138,719,662,330
서울시,강서구,등촌동,19265,9264,699,3099,3470,1996,8314,3975,174,1117,1637,1047,10951,5289,525,1982,1833,949
서울시,강서구,화곡동,51258,24733,2508,9030,8454,4741,24746,12166,806,3918,4639,2803,26512,12567,1702,5112,3815,1938
서울시,강서구,가양동,10792,3385,183,812,1406,984,4656,1519,50,284,682,503,6136,1866,133,528,724,481
서울시,강서구,마곡동,13791,10145,1064,3871,3580,1630,5629,3780,126,1182,1590,882,8162,6365,938,2689,1990,748
서울시,강서구,내발산동,4319,1374,133,457,464,320,1820,719,49,208,257,205,2499,655,84,249,207,115
서울시,강서구,외발산동,253,110,32,42,27,9,166,92,30,36,21,5,87,18,2,6,6,4
서울시,강서구,공항동,5558,2463,254,863,837,509,3272,1467,90,494,556,327,2286,996,164,369,281,182
서울시,강서구,방화동,14887,4946,404,1489,1887,1166,7328,2608,159,704,1069,676,7559,2338,245,785,818,490
서울시,강서구,개화동,393,85,2,23,29,31,248,58,2,12,20,24,145,27,0,11,9,7
서울시,강서구,과해동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시,강서구,오곡동,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
서울시,강서구,오쇠동,10,6,2,2,2,0,7,5,2,2,1,0,3,1,0,0,1,0
서울시,구로구,신도림동,4033,2045,145,585,776,539,1772,891,29,207,364,291,2261,1154,116,378,412,248
서울시,구로구,구로동,31313,14752,1665,5595,4769,2723,15952,7564,475,2625,2790,1674,15361,7188,1190,2970,1979,1049
서울시,구로구,가리봉동,4427,1936,231,827,591,287,2717,1168,97,453,415,203,1710,768,134,374,176,84
서울시,구로구,고척동,8144,2500,311,683,899,607,4225,1404,160,315,531,398,3919,1096,151,368,368,209
서울시,구로구,개봉동,11882,2773,216,722,1040,795,5839,1553,96,342,617,498,6043,1220,120,380,423,297
서울시,구로구,오류동,10628,5036,578,1816,1672,970,4973,2286,153,722,858,553,5655,2750,425,1094,814,417
서울시,구로구,궁동,2206,544,39,160,204,141,1047,285,22,85,103,75,1159,259,17,75,101,66
서울시,구로구,온수동,1206,331,35,86,108,102,604,197,16,48,64,69,602,134,19,38,44,33
서울시,구로구,천왕동,1773,805,35,255,364,151,591,278,7,76,120,75,1182,527,28,179,244,76
서울시,구로구,항동,1673,792,38,174,350,230,774,391,13,73,180,125,899,401,25,101,170,105
서울시,금천구,가산동,14481,10307,1194,4397,3298,1418,8290,5527,412,2112,2022,981,6191,4780,782,2285,1276,437
서울시,금천구,독산동,29248,13720,1305,5219,4686,2510,15830,7331,446,2477,2775,1633,13418,6389,859,2742,1911,877
서울시,금천구,시흥동,19643,5034,378,1605,1858,1193,9735,2717,154,759,1076,728,9908,2317,224,846,782,465
서울시,영등포구,영등포동,3249,969,82,325,339,223,2026,572,35,175,216,146,1223,397,47,150,123,77
서울시,영등포구,영등포동1가,3343,2863,280,1316,953,314,1621,1308,52,549,528,179,1722,1555,228,767,425,135
서울시,영등포구,영등포동2가,3214,2487,237,1012,893,345,1761,1244,56,435,540,213,1453,1243,181,577,353,132
서울시,영등포구,영등포동3가,1761,1174,148,543,358,125,1011,540,38,215,207,80,750,634,110,328,151,45
서울시,영등포구,영등포동4가,1094,674,60,246,225,143,586,295,13,85,113,84,508,379,47,161,112,59
서울시,영등포구,영등포동5가,931,305,15,113,122,55,633,169,6,54,75,34,298,136,9,59,47,21
서울시,영등포구,영등포동6가,1246,740,74,276,278,112,775,405,28,147,151,79,471,335,46,129,127,33
서울시,영등포구,영등포동7가,3246,2257,165,878,867,347,1603,1070,28,383,462,197,1643,1187,137,495,405,150
서울시,영등포구,영등포동8가,1651,1196,98,426,458,214,704,477,15,141,224,97,947,719,83,285,234,117
서울시,영등포구,여의도동,4557,1908,68,482,815,543,1941,903,15,189,415,284,2616,1005,53,293,400,259
서울시,영등포구,당산동1가,2509,1419,138,531,507,243,1325,709,34,228,311,136,1184,710,104,303,196,107
서울시,영등포구,당산동2가,1591,985,80,346,374,185,733,445,17,138,186,104,858,540,63,208,188,81
서울시,영등포구,당산동3가,2503,1388,147,500,476,265,1223,671,51,213,264,143,1280,717,96,287,212,122
서울시,영등포구,당산동4가,2178,1345,170,485,443,247,1028,641,46,215,238,142,1150,704,124,270,205,105
서울시,영등포구,당산동5가,2320,1604,103,617,596,288,851,568,19,171,252,126,1469,1036,84,446,344,162
서울시,영등포구,당산동6가,2082,1489,148,555,548,238,987,660,30,207,293,130,1095,829,118,348,255,108
서울시,영등포구,당산동,3682,2995,348,1207,1033,407,1545,1196,64,440,491,201,2137,1799,284,767,542,206
서울시,영등포구,도림동,5263,2274,232,805,778,459,2843,1222,68,416,457,281,2420,1052,164,389,321,178
서울시,영등포구,문래동1가,160,44,2,21,11,10,110,22,0,11,5,6,50,22,2,10,6,4
서울시,영등포구,문래동2가,227,67,1,23,29,14,125,42,0,16,17,9,102,25,1,7,12,5
서울시,영등포구,문래동3가,1518,681,74,251,220,136,714,333,28,111,118,76,804,348,46,140,102,60
서울시,영등포구,문래동4가,218,58,11,17,22,8,120,34,5,8,15,6,98,24,6,9,7,2
서울시,영등포구,문래동5가,655,369,20,135,130,84,317,191,5,57,76,53,338,178,15,78,54,31
서울시,영등포구,문래동6가,1303,669,15,141,281,232,540,296,1,41,139,115,763,373,14,100,142,117
서울시,영등포구,양평동1가,1338,714,82,287,219,126,636,349,22,118,127,82,702,365,60,169,92,44
서울시,영등포구,양평동2가,2302,1353,72,431,534,316,1135,633,21,163,273,176,1167,720,51,268,261,140
서울시,영등포구,양평동3가,2315,1504,194,592,452,266,1057,664,44,228,230,162,1258,840,150,364,222,104
서울시,영등포구,양평동4가,2282,1510,157,527,541,285,1176,726,35,232,290,169,1106,784,122,295,251,116
서울시,영등포구,양평동5가,1245,831,67,270,316,178,533,350,16,103,137,94,712,481,51,167,179,84
서울시,영등포구,양평동6가,1309,888,62,276,345,205,672,447,14,115,202,116,637,441,48,161,143,89
서울시,영등포구,양화동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시,영등포구,신길동,23540,9846,1008,3691,3361,1786,12081,5209,299,1786,2005,1119,11459,4637,709,1905,1356,667
서울시,영등포구,대림동,11662,4205,468,1595,1388,754,5885,2301,171,792,837,501,5777,1904,297,803,551,253
서울시,영등포구,양평동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울시,동작구,노량진동,11788,7097,1102,2853,2115,1027,6660,4188,454,1637,1416,681,5128,2909,648,1216,699,346
서울시,동작구,상도동,25529,13315,3094,4689,3583,1949,11982,6731,1359,2306,1934,1132,13547,6584,1735,2383,1649,817
서울시,동작구,상도1동,4534,3558,1693,1227,443,195,2328,1916,786,757,269,104,2206,1642,907,470,174,91
서울시,동작구,본동,2000,760,46,228,269,217,979,447,21,118,174,134,1021,313,25,110,95,83
서울시,동작구,흑석동,4680,2241,700,752,484,305,2283,1253,329,439,304,181,2397,988,371,313,180,124
서울시,동작구,동작동,457,94,4,18,42,30,190,57,2,11,25,19,267,37,2,7,17,11
서울시,동작구,사당동,23633,12343,1445,4804,4053,2041,11093,5956,458,2143,2224,1131,12540,6387,987,2661,1829,910
서울시,동작구,대방동,7665,4290,542,1701,1346,701,3321,1896,134,707,664,391,4344,2394,408,994,682,310
서울시,동작구,신대방동,9265,4866,556,1978,1554,778,4404,2401,188,886,875,452,4861,2465,368,1092,679,326
서울시,관악구,봉천동,77231,50902,8552,21839,14598,5913,37871,25362,3280,10299,8298,3485,39360,25540,5272,11540,6300,2428
서울시,관악구,신림동,95736,57754,9353,23801,16666,7934,54423,33096,4042,13038,10729,5287,41313,24658,5311,10763,5937,2647
서울시,관악구,남현동,5759,3824,472,1597,1221,534,2917,1987,161,792,702,332,2842,1837,311,805,519,202
서울시,서초구,방배동,13107,5278,500,1409,1945,1424,5576,2349,145,563,950,691,7531,2929,355,846,995,733
서울시,서초구,양재동,8989,4389,276,1449,1669,995,4655,2392,94,749,976,573,4334,1997,182,700,693,422
서울시,서초구,우면동,3017,783,43,242,273,225,1296,428,14,127,148,139,1721,355,29,115,125,86
서울시,서초구,원지동,56,8,1,3,2,2,38,4,1,2,0,1,18,4,0,1,2,1
서울시,서초구,잠원동,4804,1736,134,460,674,468,2020,844,46,216,329,253,2784,892,88,244,345,215
서울시,서초구,반포동,8974,4072,405,1184,1414,1069,4284,2081,151,565,762,603,4690,1991,254,619,652,466
서울시,서초구,서초동,19048,10541,1063,3313,3758,2407,8447,4533,305,1224,1813,1191,10601,6008,758,2089,1945,1216
서울시,서초구,내곡동,785,181,15,60,51,55,379,116,11,40,35,30,406,65,4,20,16,25
서울시,서초구,염곡동,176,49,2,7,15,25,94,28,1,3,11,13,82,21,1,4,4,12
서울시,서초구,신원동,1230,484,17,162,183,122,554,208,5,56,93,54,676,276,12,106,90,68
서울시,강남구,역삼동,24127,14404,1137,4607,5348,3312,11797,6688,356,1940,2740,1652,12330,7716,781,2667,2608,1660
서울시,강남구,개포동,9245,2746,181,715,1060,790,3986,1419,54,349,589,427,5259,1327,127,366,471,363
서울시,강남구,청담동,4353,1992,234,505,674,579,1725,762,49,169,298,246,2628,1230,185,336,376,333
서울시,강남구,삼성동,8052,3959,280,1089,1508,1082,3634,1807,84,448,731,544,4418,2152,196,641,777,538
서울시,강남구,대치동,8430,3854,377,1090,1464,923,3857,1871,154,512,760,445,4573,1983,223,578,704,478
서울시,강남구,신사동,3137,1565,150,450,558,407,1444,718,59,192,264,203,1693,847,91,258,294,204
서울시,강남구,논현동,15793,8968,796,2775,3195,2202,7396,4097,224,1188,1582,1103,8397,4871,572,1587,1613,1099
서울시,강남구,압구정동,2118,345,17,60,129,139,788,188,10,25,72,81,1330,157,7,35,57,58
서울시,강남구,세곡동,1380,428,17,106,147,158,558,203,8,41,80,74,822,225,9,65,67,84
서울시,강남구,자곡동,5080,2743,190,1008,972,573,2051,1022,41,284,424,273,3029,1721,149,724,548,300
서울시,강남구,율현동,568,191,11,44,71,65,264,95,5,19,35,36,304,96,6,25,36,29
서울시,강남구,일원동,5225,1990,116,697,737,440,2308,906,38,288,357,223,2917,1084,78,409,380,217
서울시,강남구,수서동,4762,750,30,165,306,249,1849,340,6,55,161,118,2913,410,24,110,145,131
서울시,강남구,도곡동,4787,1879,127,525,720,507,2137,963,57,252,393,261,2650,916,70,273,327,246
서울시,송파구,잠실동,13899,6612,482,2093,2483,1554,6220,3067,132,885,1279,771,7679,3545,350,1208,1204,783
서울시,송파구,신천동,2018,460,19,95,169,177,714,219,8,39,87,85,1304,241,11,56,82,92
서울시,송파구,풍납동,6414,2530,333,907,793,497,2855,1078,50,330,420,278,3559,1452,283,577,373,219
서울시,송파구,송파동,8560,4944,353,1626,1940,1025,3821,2266,88,682,969,527,4739,2678,265,944,971,498
서울시,송파구,석촌동,9630,5258,335,1710,2016,1197,4583,2373,106,664,1000,603,5047,2885,229,1046,1016,594
서울시,송파구,삼전동,9133,4954,325,1630,1886,1113,4155,2240,99,676,915,550,4978,2714,226,954,971,563
서울시,송파구,가락동,10009,4151,253,1254,1587,1057,4989,2196,84,590,892,630,5020,1955,169,664,695,427
서울시,송파구,문정동,14919,8962,492,2844,3521,2105,6893,4064,136,1120,1723,1085,8026,4898,356,1724,1798,1020
서울시,송파구,장지동,2507,438,14,72,181,171,1001,256,4,36,104,112,1506,182,10,36,77,59
서울시,송파구,방이동,12763,7449,577,2635,2766,1471,5467,3052,138,922,1282,710,7296,4397,439,1713,1484,761
서울시,송파구,오금동,4953,1435,108,382,572,373,2281,769,40,174,329,226,2672,666,68,208,243,147
서울시,송파구,거여동,6534,1834,105,498,706,525,3128,950,34,222,378,316,3406,884,71,276,328,209
서울시,송파구,마천동,7309,1380,108,378,518,376,4001,856,56,218,333,249,3308,524,52,160,185,127
서울시,강동구,명일동,4392,1593,139,555,517,382,1889,733,40,202,267,224,2503,860,99,353,250,158
서울시,강동구,고덕동,3800,1040,52,288,375,325,1960,611,20,150,241,200,1840,429,32,138,134,125
서울시,강동구,상일동,3809,1286,79,386,506,315,1628,618,25,132,269,192,2181,668,54,254,237,123
서울시,강동구,길동,10331,4439,478,1682,1460,819,4978,2014,151,650,746,467,5353,2425,327,1032,714,352
서울시,강동구,둔촌동,3560,1296,91,416,467,322,1708,658,34,185,244,195,1852,638,57,231,223,127
서울시,강동구,암사동,10010,3169,223,993,1128,825,5004,1686,77,486,628,495,5006,1483,146,507,500,330
서울시,강동구,성내동,15065,6712,720,2519,2222,1251,7213,3135,232,1053,1159,691,7852,3577,488,1466,1063,560
서울시,강동구,천호동,23239,9638,772,3656,3333,1877,11410,4394,226,1418,1722,1028,11829,5244,546,2238,1611,849
서울시,강동구,강일동,3649,865,55,265,307,238,1498,421,21,118,157,125,2151,444,34,147,150,113
